hex,name,red,green,blue,hue,saturation,lightness,contrast_ratio,contrast_color
#4FA83D,Apple,79,168,61,110,-0.47136563876652,114.5,7,#d3d3d3
#74C365,Mantis,116,195,101,110,-0.31972789115646,148,9,#d3d3d3
#E7ECE6,"Gray Nurse",231,236,230,110,-0.012931034482759,233,17,#d3d3d3
#53824B,"Hippie Green",83,130,75,111,-0.27093596059113,102.5,4,#d3d3d3
#3C493A,"Lunar Green",60,73,58,112,-0.11627906976744,65.5,2,#d3d3d3
#3F583B,"Tom Thumb",63,88,59,112,-0.2,73.5,2,#d3d3d3
#9DE093,"Granny Smith Apple",157,224,147,112,-0.20867208672087,185.5,13,#d3d3d3
#E3F5E1,Peppermint,227,245,225,114,-0.042735042735043,235,18,#d3d3d3
#587156,Cactus,88,113,86,116,-0.13705583756345,99.5,3,#d3d3d3
#0B6207,"San Felix",11,98,7,117,-0.88349514563107,52.5,2,#d3d3d3
#465945,"Gray Asparagus",70,89,69,117,-0.12820512820513,79,2,#d3d3d3
#61845F,"Glade Green",97,132,95,117,-0.16444444444444,113.5,5,#d3d3d3
#0A6906,"Japanese Laurel",10,105,6,118,-0.90825688073394,55.5,3,#d3d3d3
#339933,"Dark Green (or Hunter Green)",51,153,51,120,-0.5049504950495,102,5,#d3d3d3
#006600,"Pine Green",0,102,0,120,-1.02,51,2,#d3d3d3
#33CC33,"Sea Green",51,204,51,120,-0.60474308300395,127.5,9,#d3d3d3
#009900,"Green Black",0,153,0,120,-1.0132450331126,76.5,5,#d3d3d3
#00CC00,"Kelly Green",0,204,0,120,-1.009900990099,102,9,#d3d3d3
#00FF00,"Lime Green",0,255,0,120,-1.0079051383399,127.5,15,#d3d3d3
#003300,"Dark Forest Green",0,51,0,120,-1.0408163265306,25.5,1,#d3d3d3
#99FF99,"Mint Green",153,255,153,120,-0.2512315270936,204,17,#d3d3d3
#CCFFCC,"Light Blue",204,255,204,120,-0.11159737417943,229.5,18,#d3d3d3
#002900,"Deep Fir",0,41,0,120,-1.0512820512821,20.5,1,#d3d3d3
#00FF00,Green,0,255,0,120,-1.0079051383399,127.5,15,#d3d3d3
#041004,"Midnight Moss",4,16,4,120,-0.66666666666667,10,1,#d3d3d3
#228B22,"Forest Green",34,139,34,120,-0.6140350877193,86.5,4,#d3d3d3
#66FF66,"Screamin' Green",102,255,102,120,-0.43098591549296,178.5,16,#d3d3d3
#77DD77,"Pastel Green",119,221,119,120,-0.30177514792899,170,12,#d3d3d3
#8A8F8A,Stack,138,143,138,120,-0.017921146953405,140.5,6,#d3d3d3
#98FF98,"Mint Green",152,255,152,120,-0.25432098765432,203.5,17,#d3d3d3
#ADDFAD,"Moss Green",173,223,173,120,-0.12690355329949,198,14,#d3d3d3
#CFDCCF,Tasman,207,220,207,120,-0.030588235294118,213.5,14,#d3d3d3
#F7FAF7,"Snow Drift",247,250,247,120,-0.0060606060606061,248.5,20,#d3d3d3
#0A480D,"Dark Fern",10,72,13,123,-0.775,41,1,#d3d3d3
#556D56,Finlandia,85,109,86,123,-0.125,97,3,#d3d3d3
#ACE1AF,Celadon,172,225,175,123,-0.13417721518987,198.5,14,#d3d3d3
#134F19,Parsley,19,79,25,126,-0.625,49,2,#d3d3d3
#63B76C,Fern,99,183,108,126,-0.3,141,8,#d3d3d3
#B7F0BE,Madang,183,240,190,127,-0.1353919239905,211.5,16,#d3d3d3
#D6FFDB,"Snowy Mint",214,255,219,127,-0.08779443254818,234.5,19,#d3d3d3
#E6FFE9,"Hint of Green",230,255,233,127,-0.05175983436853,242.5,19,#d3d3d3
#749378,Laurel,116,147,120,128,-0.11877394636015,131.5,6,#d3d3d3
#7B9F80,Amulet,123,159,128,128,-0.12857142857143,141,7,#d3d3d3
#CFE5D2,"Surf Crest",207,229,210,128,-0.050691244239631,218,15,#d3d3d3
#819885,"Spanish Green",129,152,133,130,-0.082437275985663,140.5,6,#d3d3d3
#ACCBB1,"Spring Rain",172,203,177,130,-0.083109919571046,187.5,12,#d3d3d3
#E4F6E7,Frostee,228,246,231,130,-0.038135593220339,237,18,#d3d3d3
#F1F7F2,Saltpan,241,247,242,130,-0.012345679012346,244,19,#d3d3d3
#4F9D5D,"Fruit Salad",79,157,93,131,-0.33333333333333,118,6,#d3d3d3
#7AC488,"De York",122,196,136,131,-0.23417721518987,159,10,#d3d3d3
#8BA690,Envy,139,166,144,131,-0.089108910891089,152.5,8,#d3d3d3
#BBD7C1,Surf,187,215,193,133,-0.07,201,13,#d3d3d3
#09230F,"Palm Green",9,35,15,134,-0.61904761904762,22,1,#d3d3d3
#C5DBCA,"Sea Mist",197,219,202,134,-0.053140096618357,208,14,#d3d3d3
#C2CAC4,Pumice,194,202,196,135,-0.020304568527919,198,12,#d3d3d3
#3A6A47,Killarney,58,106,71,136,-0.2962962962963,82,3,#d3d3d3
#578363,"Spring Leaves",87,131,99,136,-0.2037037037037,109,4,#d3d3d3
#738678,Xanadu,115,134,120,136,-0.076923076923077,124.5,5,#d3d3d3
#E9F8ED,Ottoman,233,248,237,136,-0.031315240083507,240.5,19,#d3d3d3
#004816,Crusoe,0,72,22,138,-1.0285714285714,36,1,#d3d3d3
#00581A,Camarone,0,88,26,138,-1.0232558139535,44,2,#d3d3d3
#40A860,"Chateau Green",64,168,96,138,-0.45217391304348,116,7,#d3d3d3
#8B9C90,Mantle,139,156,144,138,-0.0580204778157,147.5,7,#d3d3d3
#E8F2EB,Gin,232,242,235,138,-0.021186440677966,237,18,#d3d3d3
#B6D3BF,"Gum Leaf",182,211,191,139,-0.074168797953964,196.5,13,#d3d3d3
#66FF99,"Light Pink",102,255,153,140,-0.43098591549296,178.5,16,#d3d3d3
#009933,"Teal Green",0,153,51,140,-1.0132450331126,76.5,5,#d3d3d3
#0BDA51,Malachite,11,218,81,140,-0.91189427312775,114.5,11,#d3d3d3
#3D7D52,Goblin,61,125,82,140,-0.34782608695652,93,4,#d3d3d3
#50C878,Emerald,80,200,120,140,-0.43165467625899,140,9,#d3d3d3
#5FA777,"Aqua Forest",95,167,119,140,-0.27692307692308,131,7,#d3d3d3
#B1E2C1,"Fringy Flower",177,226,193,140,-0.12219451371571,201.5,14,#d3d3d3
#D2F6DE,"Blue Romance",210,246,222,140,-0.079295154185022,228,18,#d3d3d3
#E1F6E8,Tara,225,246,232,140,-0.044776119402985,235.5,18,#d3d3d3
#E6F2EA,Harp,230,242,234,140,-0.025531914893617,236,18,#d3d3d3
#EAF6EE,Panache,234,246,238,140,-0.02510460251046,240,18,#d3d3d3
#EDF9F1,Narvik,237,249,241,140,-0.024793388429752,243,19,#d3d3d3
#A8E3BD,Chinook,168,227,189,141,-0.1501272264631,197.5,14,#d3d3d3
#7DA98D,"Bay Leaf",125,169,141,142,-0.15068493150685,147,8,#d3d3d3
#0C1911,"Racing Green",12,25,17,143,-0.37142857142857,18.5,1,#d3d3d3
#4B5D52,Nandor,75,93,82,143,-0.10843373493976,84,2,#d3d3d3
#779E86,Oxley,119,158,134,143,-0.14181818181818,138.5,7,#d3d3d3
#ADE6C4,Padua,173,230,196,144,-0.14214463840399,201.5,15,#d3d3d3
#678975,"Viridian Green",103,137,117,145,-0.14285714285714,120,5,#d3d3d3
#D5F6E3,"Granny Apple",213,246,227,145,-0.072210065645514,229.5,18,#d3d3d3
#163222,Celtic,22,50,34,146,-0.4,36,1,#d3d3d3
#2E8B57,"Sea Green",46,139,87,146,-0.50819672131148,92.5,4,#d3d3d3
#004620,"Kaitoke Green",0,70,32,147,-1.0294117647059,35,1,#d3d3d3
#022D15,"English Holly",2,45,21,147,-0.95555555555556,23.5,1,#d3d3d3
#0D2E1C,Bush,13,46,28,147,-0.57894736842105,29.5,1,#d3d3d3
#3B7A57,Amazon,59,122,87,147,-0.35195530726257,90.5,4,#d3d3d3
#01371A,"County Green",1,55,26,148,-1,28,1,#d3d3d3
#081910,"Black Bean",8,25,16,148,-0.54838709677419,16.5,1,#d3d3d3
#BCC9C2,"Powder Ash",188,201,194,148,-0.03359173126615,194.5,12,#d3d3d3
#517C66,Como,81,124,102,149,-0.21182266009852,102.5,4,#d3d3d3
#93DFB8,"Algae Green",147,223,184,149,-0.20652173913043,185,13,#d3d3d3
#339966,"Forest Green (or Pine Green)",51,153,102,150,-0.5049504950495,102,5,#d3d3d3
#00CC66,"Sea Green",0,204,102,150,-1.009900990099,102,9,#d3d3d3
#99FFCC,"Rose Quartz",153,255,204,150,-0.2512315270936,204,17,#d3d3d3
#00FF7F,"Spring Green",0,255,127,150,-1.0079051383399,127.5,15,#d3d3d3
#044022,Zuccini,4,64,34,150,-0.90909090909091,34,1,#d3d3d3
#1C402E,Everglade,28,64,46,150,-0.4,46,1,#d3d3d3
#01361C,"Cardin Green",1,54,28,151,-1,27.5,1,#d3d3d3
#016D39,"Fun Green",1,109,57,151,-1,55,3,#d3d3d3
#126B40,Jewel,18,107,64,151,-0.72357723577236,62.5,3,#d3d3d3
#41AA78,"Ocean Green",65,170,120,151,-0.45064377682403,117.5,7,#d3d3d3
#66B58F,"Silver Tree",102,181,143,151,-0.28113879003559,141.5,8,#d3d3d3
#8FD6B4,"Vista Blue",143,214,180,151,-0.2,178.5,12,#d3d3d3
#C9FFE5,"Aero Blue",201,255,229,151,-0.11894273127753,228,18,#d3d3d3
#278A5B,Eucalyptus,39,138,91,152,-0.56571428571429,88.5,4,#d3d3d3
#1D6142,"Green Pea",29,97,66,153,-0.54838709677419,63,2,#d3d3d3
#AAF0D1,"Magic Mint",170,240,209,153,-0.17156862745098,205,16,#d3d3d3
#C8E3D7,Edgewater,200,227,215,153,-0.063529411764706,213.5,15,#d3d3d3
#CADCD4,"Paris White",202,220,212,153,-0.042857142857143,211,14,#d3d3d3
#097F4B,Salem,9,127,75,154,-0.88059701492537,68,4,#d3d3d3
#606E68,Corduroy,96,110,104,154,-0.068627450980392,103,3,#d3d3d3
#96BBAB,"Summer Green",150,187,171,154,-0.11044776119403,168.5,10,#d3d3d3
#C9D9D2,Conch,201,217,210,154,-0.038461538461538,209,14,#d3d3d3
#CAE6DA,Skeptic,202,230,218,154,-0.065116279069767,216,15,#d3d3d3
#E2F3EC,"Apple Green",226,243,236,155,-0.036402569593148,234.5,18,#d3d3d3
#00FF99,"Light Sky Blue",0,255,153,156,-1.0079051383399,127.5,15,#d3d3d3
#093624,"Bottle Green",9,54,36,156,-0.73770491803279,31.5,1,#d3d3d3
#96A8A1,Pewter,150,168,161,157,-0.056962025316456,159,8,#d3d3d3
#00A86B,Jade,0,168,107,158,-1.0120481927711,84,6,#d3d3d3
#01A368,"Green Haze",1,163,104,158,-1,82,6,#d3d3d3
#011D13,Holly,1,29,19,159,-1,15,1,#d3d3d3
#748881,"Blue Smoke",116,136,129,159,-0.08,126,5,#d3d3d3
#66FFCC,"Light Pink",102,255,204,160,-0.43098591549296,178.5,16,#d3d3d3
#33CC99,Shamrock,51,204,153,160,-0.60474308300395,127.5,10,#d3d3d3
#3F5D53,"Mineral Green",63,93,83,160,-0.19480519480519,78,2,#d3d3d3
#7FFFD4,Aquamarine,127,255,212,160,-0.33684210526316,191,17,#d3d3d3
#02402C,"Sherwood Green",2,64,44,161,-0.96875,33,1,#d3d3d3
#40826D,Viridian,64,130,109,161,-0.34375,97,4,#d3d3d3
#CBDBD6,Nebula,203,219,214,161,-0.038095238095238,211,14,#d3d3d3
#002E20,Burnham,0,46,32,162,-1.0454545454545,23,1,#d3d3d3
#1AB385,"Mountain Meadow",26,179,133,162,-0.75369458128079,102.5,7,#d3d3d3
#DCF0EA,"Swans Down",220,240,234,162,-0.043668122270742,230,17,#d3d3d3
#29AB87,"Jungle Green",41,171,135,163,-0.61904761904762,106,7,#d3d3d3
#7CB0A1,Acapulco,124,176,161,163,-0.1744966442953,150,8,#d3d3d3
#DDF9F1,"White Ice",221,249,241,163,-0.05982905982906,235,18,#d3d3d3
#E6F8F3,"Off Green",230,248,243,163,-0.03781512605042,239,19,#d3d3d3
#EAF9F5,"Aqua Spring",234,249,245,164,-0.031185031185031,241.5,19,#d3d3d3
#00CC99,"Caribbean Green",0,204,153,165,-1.009900990099,102,10,#d3d3d3
#325D52,Stromboli,50,93,82,165,-0.30496453900709,71.5,2,#d3d3d3
#828685,Gunsmoke,130,134,133,165,-0.015267175572519,132,5,#d3d3d3
#9AC2B8,"Shadow Green",154,194,184,165,-0.11560693641618,174,10,#d3d3d3
#A2AEAB,Edward,162,174,171,165,-0.035928143712575,168,9,#d3d3d3
#056F57,Watercourse,5,111,87,166,-0.92982456140351,58,3,#d3d3d3
#B5ECDF,Cruise,181,236,223,166,-0.13253012048193,208.5,16,#d3d3d3
#E8F5F2,"Aqua Squeeze",232,245,242,166,-0.027368421052632,238.5,18,#d3d3d3
#16322C,"Timber Green",22,50,44,167,-0.4,36,1,#d3d3d3
#00FFCC,"Azure Mist (or Light Sky Blue)",0,255,204,168,-1.0079051383399,127.5,16,#d3d3d3
#00755E,"Tropical Rain Forest",0,117,94,168,-1.0173913043478,58.5,3,#d3d3d3
#0D1C19,Aztec,13,28,25,168,-0.38461538461538,20.5,1,#d3d3d3
#639A8F,Patina,99,154,143,168,-0.2191235059761,126.5,6,#d3d3d3
#7DD8C6,Bermuda,125,216,198,168,-0.26843657817109,170.5,12,#d3d3d3
#B1F4E7,"Ice Cold",177,244,231,168,-0.15990453460621,210.5,17,#d3d3d3
#DBFFF8,"Frosted Mint",219,255,248,168,-0.076271186440678,237,19,#d3d3d3
#01826B,"Deep Sea",1,130,107,169,-1,65.5,4,#d3d3d3
#1E433C,"Te Papa Green",30,67,60,169,-0.38947368421053,48.5,1,#d3d3d3
#3FC1AA,"Puerto Rico",63,193,170,169,-0.51181102362205,128,9,#d3d3d3
#C4F4EB,"Mint Tulip",196,244,235,169,-0.10958904109589,220,17,#d3d3d3
#02866F,Observatory,2,134,111,170,-0.98507462686567,68,4,#d3d3d3
#069B81,Gossamer,6,155,129,170,-0.93710691823899,80.5,6,#d3d3d3
#78A39C,"Sea Nymph",120,163,156,170,-0.15302491103203,141.5,7,#d3d3d3
#06A189,Niagara,6,161,137,171,-0.93939393939394,83.5,6,#d3d3d3
#088370,"Elf Green",8,131,112,171,-0.8978102189781,69.5,4,#d3d3d3
#3AB09E,Keppel,58,176,158,171,-0.50862068965517,117,7,#d3d3d3
#8BE6D8,Riptide,139,230,216,171,-0.24795640326975,184.5,14,#d3d3d3
#A1E9DE,"Water Leaf",161,233,222,171,-0.18367346938776,197,15,#d3d3d3
#CFF9F3,"Humming Bird",207,249,243,171,-0.092511013215859,228,18,#d3d3d3
#DAF4F0,Iceberg,218,244,240,171,-0.056521739130435,231,18,#d3d3d3
#E5F9F6,Polar,229,249,246,171,-0.042016806722689,239,19,#d3d3d3
#163531,"Gable Green",22,53,49,172,-0.42465753424658,37.5,1,#d3d3d3
#83D0C6,"Monte Carlo",131,208,198,172,-0.22848664688427,169.5,11,#d3d3d3
#8BA9A5,Cascade,139,169,165,172,-0.098039215686275,154,8,#d3d3d3
#A9C6C2,Opal,169,198,194,172,-0.079452054794521,183.5,11,#d3d3d3
#B5D2CE,"Jet Stream",181,210,206,172,-0.074550128534704,195.5,13,#d3d3d3
#CFFAF4,Scandal,207,250,244,172,-0.094505494505495,228.5,18,#d3d3d3
#00A693,"Persian Green",0,166,147,173,-1.0121951219512,83,6,#d3d3d3
#27504B,Plantation,39,80,75,173,-0.35042735042735,59.5,2,#d3d3d3
#3C4443,"Cape Cod",60,68,67,173,-0.063492063492063,64,2,#d3d3d3
#6FD0C5,Downy,111,208,197,173,-0.30599369085174,159.5,11,#d3d3d3
#014B43,"Aqua Deep",1,75,67,174,-1,38,2,#d3d3d3
#024E46,"Evening Sea",2,78,70,174,-0.97435897435897,40,2,#d3d3d3
#507672,"Cutty Sark",80,118,114,174,-0.19387755102041,99,4,#d3d3d3
#80B3AE,"Gulf Stream",128,179,174,174,-0.1672131147541,153.5,9,#d3d3d3
#01796F,"Pine Green",1,121,111,175,-1,61,4,#d3d3d3
#105852,Eden,16,88,82,175,-0.70588235294118,52,2,#d3d3d3
#15736B,Genoa,21,115,107,175,-0.70149253731343,68,3,#d3d3d3
#2C8C84,Lochinvar,44,140,132,175,-0.52747252747253,92,5,#d3d3d3
#30D5C8,Turquoise,48,213,200,175,-0.63706563706564,130.5,11,#d3d3d3
#5FB3AC,Tradewind,95,179,172,175,-0.30882352941176,137,8,#d3d3d3
#C2E8E5,"Jagged Ice",194,232,229,175,-0.089622641509434,213,16,#d3d3d3
#E9FFFD,"Clear Day",233,255,253,175,-0.045267489711934,244,20,#d3d3d3
#2F5A57,Spectra,47,90,87,176,-0.31851851851852,68.5,2,#d3d3d3
#9FD7D3,Sinbad,159,215,211,176,-0.1505376344086,187,13,#d3d3d3
#003532,"Deep Teal",0,53,50,177,-1.0392156862745,26.5,1,#d3d3d3
#08E8DE,"Bright Turquoise",8,232,222,177,-0.94117647058824,120,13,#d3d3d3
#A1DAD7,"Aqua Island",161,218,215,177,-0.15119363395225,189.5,13,#d3d3d3
#D8FCFA,Foam,216,252,250,177,-0.07725321888412,234,19,#d3d3d3
#EAFFFE,Dew,234,255,254,177,-0.043121149897331,244.5,20,#d3d3d3
#427977,"Faded Jade",66,121,119,178,-0.2972972972973,93.5,4,#d3d3d3
#5DA19F,"Breaker Bay",93,161,159,178,-0.26984126984127,127,7,#d3d3d3
#0C7A79,"Surfie Green",12,122,121,179,-0.83333333333333,67,4,#d3d3d3
#66FFFF,"Light Cyan (or Pale Cyan)",102,255,255,180,-0.43098591549296,178.5,17,#d3d3d3
#CCFFFF,"Robins Egg Blue",204,255,255,180,-0.11159737417943,229.5,19,#d3d3d3
#006666,"Charcoal Gray",0,102,102,180,-1.02,51,3,#d3d3d3
#669999,"Light Slate Gray",102,153,153,180,-0.20158102766798,127.5,6,#d3d3d3
#009999,"Cobalt Blue",0,153,153,180,-1.0132450331126,76.5,6,#d3d3d3
#33CCCC,"Sky Blue",51,204,204,180,-0.60474308300395,127.5,10,#d3d3d3
#008080,Teal,0,128,128,180,-1.015873015873,64,4,#d3d3d3
#00CCCC,"Robin's Egg Blue",0,204,204,180,-1.009900990099,102,10,#d3d3d3
#00FFFF,"Cyan / Aqua",0,255,255,180,-1.0079051383399,127.5,16,#d3d3d3
#1FC2C2,Java,31,194,194,180,-0.73094170403587,112.5,9,#d3d3d3
#6D9292,Juniper,109,146,146,180,-0.14624505928854,127.5,6,#d3d3d3
#718080,Sirocco,113,128,128,180,-0.062761506276151,120.5,5,#d3d3d3
#84A0A0,"Granny Smith",132,160,160,180,-0.096551724137931,146,7,#d3d3d3
#C3D1D1,Tiara,195,209,209,180,-0.034825870646766,202,13,#d3d3d3
#E0FFFF,"Baby Blue",224,255,255,180,-0.064989517819706,239.5,19,#d3d3d3
#E6FFFF,Tranquil,230,255,255,180,-0.05175983436853,242.5,20,#d3d3d3
#EDF5F5,"Aqua Haze",237,245,245,180,-0.016666666666667,241,19,#d3d3d3
#F2FAFA,"Black Squeeze",242,250,250,180,-0.016326530612245,246,19,#d3d3d3
#F6F7F7,"Black Haze",246,247,247,180,-0.0020366598778004,246.5,19,#d3d3d3
#016162,"Blue Stone",1,97,98,181,-1,49.5,2,#d3d3d3
#095859,"Deep Sea Green",9,88,89,181,-0.83333333333333,49,2,#d3d3d3
#1C7C7D,Elm,28,124,125,181,-0.64238410596026,76.5,4,#d3d3d3
#377475,Oracle,55,116,117,181,-0.36470588235294,86,3,#d3d3d3
#001B1C,Swamp,0,27,28,182,-1.0769230769231,14,1,#d3d3d3
#003E40,Cyprus,0,62,64,182,-1.0322580645161,32,1,#d3d3d3
#036A6E,Mosque,3,106,110,182,-0.96396396396396,56.5,3,#d3d3d3
#063537,Tiber,6,53,55,182,-0.83050847457627,30.5,1,#d3d3d3
#9EDEE0,"Morning Glory",158,222,224,182,-0.17368421052632,191,14,#d3d3d3
#0A6F75,Atoll,10,111,117,183,-0.856,63.5,3,#d3d3d3
#0C8990,"Blue Chill",12,137,144,183,-0.85714285714286,78,5,#d3d3d3
#E7FEFF,Bubbles,231,254,255,183,-0.049586776859504,243,20,#d3d3d3
#317D82,Paradiso,49,125,130,184,-0.45762711864407,89.5,4,#d3d3d3
#7CB7BB,Neptune,124,183,187,184,-0.20388349514563,155.5,9,#d3d3d3
#004950,"Sherpa Blue",0,73,80,185,-1.025641025641,40,2,#d3d3d3
#3A686C,William,58,104,108,185,-0.30487804878049,83,3,#d3d3d3
#71D9E2,"Aquamarine Blue",113,217,226,185,-0.3353115727003,169.5,12,#d3d3d3
#A9BDBF,"Tower Gray",169,189,191,185,-0.06145251396648,180,10,#d3d3d3
#017987,"Blue Lagoon",1,121,135,186,-1,68,4,#d3d3d3
#56B4BE,"Fountain Blue",86,180,190,186,-0.37956204379562,138,8,#d3d3d3
#6CDAE7,"Turquoise Blue",108,218,231,186,-0.36498516320475,169.5,12,#d3d3d3
#2F6168,Casal,47,97,104,187,-0.38255033557047,75.5,3,#d3d3d3
#79DEEC,Spray,121,222,236,187,-0.32394366197183,178.5,13,#d3d3d3
#7CA1A6,Gumbo,124,161,166,187,-0.14583333333333,145,7,#d3d3d3
#85C4CC,"Half Baked",133,196,204,187,-0.21194029850746,168.5,10,#d3d3d3
#B0E0E6,"Powder Blue",176,224,230,187,-0.13366336633663,203,14,#d3d3d3
#EEF6F7,"Catskill White",238,246,247,187,-0.018633540372671,242.5,19,#d3d3d3
#EEFDFF,"Twilight Blue",238,253,255,187,-0.034623217922607,246.5,20,#d3d3d3
#2EBFD4,Scooter,46,191,212,188,-0.6484375,129,9,#d3d3d3
#36747D,Ming,54,116,125,188,-0.40112994350282,89.5,3,#d3d3d3
#64CCDB,Viking,100,204,219,188,-0.37539432176656,159.5,11,#d3d3d3
#A3E3ED,"Blizzard Blue",163,227,237,188,-0.18592964824121,200,14,#d3d3d3
#B4CFD3,"Jungle Mist",180,207,211,188,-0.079691516709512,195.5,12,#d3d3d3
#BAC7C9,Submarine,186,199,201,188,-0.038961038961039,193.5,12,#d3d3d3
#DAFAFF,"Oyster Bay",218,250,255,188,-0.078556263269639,236.5,19,#d3d3d3
#1E9AB0,"Eastern Blue",30,154,176,189,-0.7156862745098,103,6,#d3d3d3
#2D383A,"Outer Space",45,56,58,189,-0.12871287128713,51.5,1,#d3d3d3
#3EABBF,Pelorous,62,171,191,189,-0.51394422310757,126.5,7,#d3d3d3
#76D7EA,"Sky Blue",118,215,234,190,-0.33142857142857,176,12,#d3d3d3
#BAEEF9,Charlotte,186,238,249,190,-0.14549653579677,217.5,16,#d3d3d3
#0095B6,"Bondi Blue",0,149,182,191,-1.0111111111111,91,6,#d3d3d3
#0E2A30,Firefly,14,42,48,191,-0.56666666666667,31,1,#d3d3d3
#E2EBED,Mystic,226,235,237,191,-0.023861171366594,231.5,17,#d3d3d3
#00CCFF,"Azure Mist",0,204,255,192,-1.0079051383399,127.5,11,#d3d3d3
#009DC4,"Pacific Blue",0,157,196,192,-1.0103092783505,98,6,#d3d3d3
#204852,"Blue Dianne",32,72,82,192,-0.44642857142857,57,2,#d3d3d3
#BFDBE2,Ziggurat,191,219,226,192,-0.08433734939759,208.5,14,#d3d3d3
#012731,Daintree,1,39,49,193,-1,25,1,#d3d3d3
#02A4D3,Cerulean,2,164,211,193,-0.99052132701422,106.5,7,#d3d3d3
#CDF4FF,Onahau,205,244,255,193,-0.10917030567686,230,18,#d3d3d3
#D4DFE2,Geyser,212,223,226,193,-0.032110091743119,219,15,#d3d3d3
#D9F7FF,Mabel,217,247,255,193,-0.080851063829787,236,18,#d3d3d3
#589AAF,"Hippie Blue",88,154,175,194,-0.33333333333333,131.5,6,#d3d3d3
#33CCFF,"Sky Blue",51,204,255,195,-0.67105263157895,153,11,#d3d3d3
#0099CC,"Sky Blue",0,153,204,195,-1.009900990099,102,6,#d3d3d3
#51808F,"Smalt Blue",81,128,143,195,-0.27927927927928,112,4,#d3d3d3
#80B3C4,Glacier,128,179,196,195,-0.2111801242236,162,9,#d3d3d3
#BDEDFD,"French Pass",189,237,253,195,-0.14545454545455,221,16,#d3d3d3
#EFF2F3,Porcelain,239,242,243,195,-0.0083333333333333,241,18,#d3d3d3
#007BA7,"Deep Cerulean",0,123,167,196,-1.0121212121212,83.5,4,#d3d3d3
#044259,"Teal Blue",4,66,89,196,-0.93406593406593,46.5,1,#d3d3d3
#297B9A,"Jelly Bean",41,123,154,196,-0.58549222797927,97.5,4,#d3d3d3
#9DE5FF,Anakiwa,157,229,255,196,-0.2390243902439,206,15,#d3d3d3
#AAD6E6,"Regent St Blue",170,214,230,196,-0.15075376884422,200,13,#d3d3d3
#C7DDE5,Botticelli,199,221,229,196,-0.070422535211268,214,15,#d3d3d3
#0076A3,Allports,0,118,163,197,-1.0124223602484,81.5,4,#d3d3d3
#3B91B4,"Boston Blue",59,145,180,197,-0.51054852320675,119.5,5,#d3d3d3
#4EABD1,Shakespeare,78,171,209,197,-0.45964912280702,143.5,8,#d3d3d3
#6D92A1,Gothic,109,146,161,197,-0.19402985074627,135,6,#d3d3d3
#80CCEA,Seagull,128,204,234,197,-0.29444444444444,181,11,#d3d3d3
#015E85,Orient,1,94,133,198,-1,67,2,#d3d3d3
#073A50,Tarawera,7,58,80,198,-0.85882352941176,43.5,1,#d3d3d3
#31728D,Calypso,49,114,141,198,-0.48936170212766,95,3,#d3d3d3
#BDC9CE,Loblolly,189,201,206,198,-0.043256997455471,197.5,12,#d3d3d3
#DEF5FF,"Pattens Blue",222,245,255,198,-0.069473684210526,238.5,18,#d3d3d3
#E7F8FF,"Lily White",231,248,255,198,-0.049586776859504,243,19,#d3d3d3
#327DA0,Astral,50,125,160,199,-0.52884615384615,105,4,#d3d3d3
#497183,Bismark,73,113,131,199,-0.28712871287129,102,3,#d3d3d3
#66CCFF,"Light Blue",102,204,255,200,-0.43098591549296,178.5,11,#d3d3d3
#006699,"Dodger Blue",0,102,153,200,-1.0132450331126,76.5,3,#d3d3d3
#026395,"Bahama Blue",2,99,149,200,-0.98657718120805,75.5,3,#d3d3d3
#45B1E8,"Picton Blue",69,177,232,200,-0.54515050167224,150.5,8,#d3d3d3
#BFC1C2,"Silver Sand",191,193,194,200,-0.0078328981723238,192.5,11,#d3d3d3
#18587A,Blumine,24,88,122,201,-0.68055555555556,73,2,#d3d3d3
#2596D1,"Curious Blue",37,150,209,201,-0.70491803278689,123,6,#d3d3d3
#5A87A0,Horizon,90,135,160,201,-0.28225806451613,125,5,#d3d3d3
#93CCEA,Cornflower,147,204,234,201,-0.22955145118734,190.5,12,#d3d3d3
#007EC7,Lochmara,0,126,199,202,-1.010152284264,99.5,4,#d3d3d3
#013E62,"Astronaut Blue",1,62,98,202,-1,49.5,1,#d3d3d3
#055989,"Venice Blue",5,89,137,202,-0.94285714285714,71,2,#d3d3d3
#123447,Elephant,18,52,71,202,-0.60919540229885,44.5,1,#d3d3d3
#175579,"Chathams Blue",23,85,121,202,-0.69014084507042,72,2,#d3d3d3
#394851,"Limed Spruce",57,72,81,203,-0.17647058823529,69,2,#d3d3d3
#4E7F9E,Wedgewood,78,127,158,203,-0.34188034188034,118,4,#d3d3d3
#7DC8F7,Malibu,125,200,247,203,-0.32972972972973,186,11,#d3d3d3
#859FAF,"Bali Hai",133,159,175,203,-0.13725490196078,154,7,#d3d3d3
#B8E0F9,Sail,184,224,249,203,-0.1508120649652,216.5,15,#d3d3d3
#0099FF,"Light Sky Blue",0,153,255,204,-1.0079051383399,127.5,7,#d3d3d3
#496679,"Blue Bayoux",73,102,121,204,-0.25,97,3,#d3d3d3
#747D83,"Rolling Stone",116,125,131,204,-0.061224489795918,123.5,5,#d3d3d3
#878D91,"Oslo Gray",135,141,145,204,-0.035971223021583,140,6,#d3d3d3
