hex,name,red,green,blue,hue,saturation,lightness,contrast_ratio,contrast_color
#FFFFFF,White,255,255,255,-1,0,255,21,#d3d3d3
#000000,Black,0,0,0,-1,0,0,1,#d3d3d3
#0B0B0B,"Cod Gray",11,11,11,-1,0,11,1,#d3d3d3
#323232,"Mine Shaft",50,50,50,-1,0,50,1,#d3d3d3
#7A7A7A,Boulder,122,122,122,-1,0,122,4,#d3d3d3
#808080,Gray,128,128,128,-1,0,128,5,#d3d3d3
#ACACAC,"Silver Chalice",172,172,172,-1,0,172,9,#d3d3d3
#C0C0C0,Silver,192,192,192,-1,0,192,11,#d3d3d3
#DBDBDB,Alto,219,219,219,-1,0,219,15,#d3d3d3
#E5E5E5,Mercury,229,229,229,-1,0,229,16,#d3d3d3
#EFEFEF,Gallery,239,239,239,-1,0,239,18,#d3d3d3
#F1F1F1,Seashell,241,241,241,-1,0,241,18,#d3d3d3
#F2F2F2,Concrete,242,242,242,-1,0,242,18,#d3d3d3
#F4F4F4,"Wild Sand",244,244,244,-1,0,244,19,#d3d3d3
#FAFAFA,Alabaster,250,250,250,-1,0,250,20,#d3d3d3
#FFFFFF,White],255,255,255,-1,0,255,21,#d3d3d3
#CC0000,Maroon,204,0,0,0,-1.009900990099,102,3,#d3d3d3
#990000,"Blackish Brown",153,0,0,0,-1.0132450331126,76.5,2,#d3d3d3
#993333,"Dark Grayish Brown",153,51,51,0,-0.5049504950495,102,2,#d3d3d3
#FFCCCC,"Light Pink",255,204,204,0,-0.11159737417943,229.5,14,#d3d3d3
#FF6666,Pink,255,102,102,0,-0.43098591549296,178.5,7,#d3d3d3
#FF5050,"Cherry Red",255,80,80,0,-0.52552552552553,167.5,6,#d3d3d3
#FF9999,"Light Coral",255,153,153,0,-0.2512315270936,204,10,#d3d3d3
#130000,Diesel,19,0,0,0,-1.1176470588235,9.5,1,#d3d3d3
#261414,Gondola,38,20,20,0,-0.32142857142857,29,1,#d3d3d3
#2B0202,"Sepia Black",43,2,2,0,-0.95348837209302,22.5,1,#d3d3d3
#341515,Tamarind,52,21,21,0,-0.43661971830986,36.5,1,#d3d3d3
#370202,Chocolate,55,2,2,0,-0.96363636363636,28.5,1,#d3d3d3
#3B1F1F,Jon,59,31,31,0,-0.31818181818182,45,1,#d3d3d3
#420303,"Burnt Maroon",66,3,3,0,-0.94029850746269,34.5,1,#d3d3d3
#480404,"Rustic Red",72,4,4,0,-0.91891891891892,38,1,#d3d3d3
#481C1C,"Cocoa Bean",72,28,28,0,-0.44897959183673,50,1,#d3d3d3
#483131,"Woody Brown",72,49,49,0,-0.19327731092437,60.5,1,#d3d3d3
#4E0606,Mahogany,78,6,6,0,-0.8780487804878,42,1,#d3d3d3
#593737,"Congo Brown",89,55,55,0,-0.23943661971831,72,1,#d3d3d3
#661010,"Dark Tan",102,16,16,0,-0.74137931034483,59,1,#d3d3d3
#6D0101,Lonestar,109,1,1,0,-1,55,1,#d3d3d3
#6D6C6C,"Dove Gray",109,108,108,0,-0.0046511627906977,108.5,4,#d3d3d3
#701C1C,"Persian Plum",112,28,28,0,-0.60869565217391,70,1,#d3d3d3
#771F1F,"Crown of Thorns",119,31,31,0,-0.59459459459459,75,1,#d3d3d3
#800000,Maroon,128,0,0,0,-1.015873015873,64,1,#d3d3d3
#801818,"Falu Red",128,24,24,0,-0.69333333333333,76,2,#d3d3d3
#863C3C,Lotus,134,60,60,0,-0.38541666666667,97,2,#d3d3d3
#8D3F3F,Tosca,141,63,63,0,-0.38613861386139,102,2,#d3d3d3
#8E0000,"Red Berry",142,0,0,0,-1.0142857142857,71,2,#d3d3d3
#901E1E,"Old Brick",144,30,30,0,-0.66279069767442,87,2,#d3d3d3
#944747,"Copper Rust",148,71,71,0,-0.35483870967742,109.5,3,#d3d3d3
#996666,"Copper Rose",153,102,102,0,-0.20158102766798,127.5,4,#d3d3d3
#A72525,"Mexican Red",167,37,37,0,-0.64356435643564,102,2,#d3d3d3
#A86B6B,"Coral Tree",168,107,107,0,-0.22344322344322,137.5,5,#d3d3d3
#B10000,"Bright Red",177,0,0,0,-1.0114285714286,88.5,2,#d3d3d3
#B43332,"Well Read",180,51,50,0,-0.57017543859649,115,3,#d3d3d3
#B7B1B1,Nobel,183,177,177,0,-0.016759776536313,180,10,#d3d3d3
#BA0101,"Guardsman Red",186,1,1,0,-1,93.5,3,#d3d3d3
#C69191,"Oriental Pink",198,145,145,0,-0.15542521994135,171.5,7,#d3d3d3
#CC3333,"Persian Red",204,51,51,0,-0.60474308300395,127.5,4,#d3d3d3
#CD5C5C,"Chestnut Rose",205,92,92,0,-0.38305084745763,148.5,5,#d3d3d3
#CEBABA,"Cold Turkey",206,186,186,0,-0.051282051282051,196,11,#d3d3d3
#E3BEBE,"Cavern Pink",227,190,190,0,-0.089156626506024,208.5,12,#d3d3d3
#E9E3E3,Ebb,233,227,227,0,-0.013100436681223,230,16,#d3d3d3
#FB8989,Geraldine,251,137,137,0,-0.29533678756477,194,9,#d3d3d3
#FBF9F9,"Hint of Red",251,249,249,0,-0.0040160642570281,250,20,#d3d3d3
#FF0000,Red,255,0,0,0,-1.0079051383399,127.5,5,#d3d3d3
#FF4040,"Coral Red",255,64,64,0,-0.60252365930599,159.5,6,#d3d3d3
#991613,Tamarillo,153,22,19,1,-0.78823529411765,86,2,#d3d3d3
#C45655,"Fuzzy Wuzzy Brown",196,86,85,1,-0.39784946236559,140.5,4,#d3d3d3
#DE6360,Roman,222,99,96,1,-0.39873417721519,159,6,#d3d3d3
#E16865,Sunglo,225,104,101,1,-0.38271604938272,163,6,#d3d3d3
#B32D29,"Tall Poppy",179,45,41,2,-0.63302752293578,110,3,#d3d3d3
#E9CECD,"Oyster Pink",233,206,205,2,-0.064220183486239,219,14,#d3d3d3
#301F1E,"Cocoa Brown",48,31,30,3,-0.23684210526316,39,1,#d3d3d3
#97605D,"Au Chico",151,96,93,3,-0.2396694214876,122,4,#d3d3d3
#B94E48,Chestnut,185,78,72,3,-0.44313725490196,128.5,4,#d3d3d3
#D7837F,"New York Pink",215,131,127,3,-0.25882352941176,171,7,#d3d3d3
#FF3F34,"Red Orange",255,63,52,3,-0.6655737704918,153.5,5,#d3d3d3
#FFB0AC,"Cornflower Lilac",255,176,172,3,-0.19529411764706,213.5,12,#d3d3d3
#FFC3C0,"Your Pink",255,195,192,3,-0.14157303370787,223.5,13,#d3d3d3
#651A14,Cherrywood,101,26,20,4,-0.68067226890756,60.5,1,#d3d3d3
#6E0902,"Red Oxide",110,9,2,4,-0.98181818181818,56,1,#d3d3d3
#8D3D38,"Sanguine Brown",141,61,56,4,-0.43589743589744,98.5,2,#d3d3d3
#B81104,"Milano Red",184,17,4,4,-0.96774193548387,94,3,#d3d3d3
#EEC1BE,"Beauty Bush",238,193,190,4,-0.11267605633803,214,13,#d3d3d3
#FE4C40,"Sunset Orange",254,76,64,4,-0.60126582278481,159,6,#d3d3d3
#FFE1DF,Pippin,255,225,223,4,-0.067226890756303,239,17,#d3d3d3
#6B5755,Dorado,107,87,85,5,-0.11578947368421,96,3,#d3d3d3
#770F05,"Dark Burgundy",119,15,5,5,-0.9344262295082,62,1,#d3d3d3
#877C7B,Hurricane,135,124,123,5,-0.046875,129,5,#d3d3d3
#AF4035,"Medium Carmine",175,64,53,5,-0.53982300884956,114,3,#d3d3d3
#C6726B,Contessa,198,114,107,5,-0.3003300330033,152.5,6,#d3d3d3
#D84437,Valencia,216,68,55,5,-0.59851301115242,135.5,4,#d3d3d3
#DB9690,"Petite Orchid",219,150,144,5,-0.20775623268698,181.5,8,#d3d3d3
#E34234,Cinnabar,227,66,52,5,-0.63176895306859,139.5,5,#d3d3d3
#FFF4F3,Chablis,255,244,243,5,-0.024193548387097,249,19,#d3d3d3
#6E1D14,Moccaccino,110,29,20,6,-0.703125,65,1,#d3d3d3
#755A57,Russett,117,90,87,6,-0.14851485148515,102,3,#d3d3d3
#AF4D43,"Apple Blossom",175,77,67,6,-0.45,121,3,#d3d3d3
#B05D54,Matrix,176,93,84,6,-0.35658914728682,130,4,#d3d3d3
#BB8983,"Brandy Rose",187,137,131,6,-0.17721518987342,159,7,#d3d3d3
#DC4333,Punch,220,67,51,6,-0.62825278810409,135.5,4,#d3d3d3
#E5CCC9,"Dust Storm",229,204,201,6,-0.065420560747664,215,13,#d3d3d3
#FE6F5E,Bittersweet,254,111,94,6,-0.46242774566474,174,7,#d3d3d3
#FFF6F5,"Rose White",255,246,245,6,-0.020080321285141,250,19,#d3d3d3
#8F3E33,"El Salva",143,62,51,7,-0.47916666666667,97,2,#d3d3d3
#A62F20,"Roof Terracotta",166,47,32,7,-0.68367346938776,99,3,#d3d3d3
#AFA09E,Martini,175,160,158,7,-0.051359516616314,166.5,8,#d3d3d3
#C02B18,Thunderbird,192,43,24,7,-0.78504672897196,108,3,#d3d3d3
#C04737,Mojo,192,71,55,7,-0.55918367346939,123.5,4,#d3d3d3
#CFA39D,Eunry,207,163,157,7,-0.13812154696133,182,9,#d3d3d3
#D69188,"My Pink",214,145,136,7,-0.22413793103448,175,8,#d3d3d3
#E8B9B3,Shilo,232,185,179,7,-0.12958435207824,205.5,12,#d3d3d3
#FFA194,"Mona Lisa",255,161,148,7,-0.26683291770574,201.5,10,#d3d3d3
#991B07,"Totem Pole",153,27,7,8,-0.92405063291139,80,2,#d3d3d3
#A3807B,Pharlap,163,128,123,8,-0.14084507042254,143,6,#d3d3d3
#B95140,Crail,185,81,64,8,-0.48987854251012,124.5,4,#d3d3d3
#DDD6D5,"Swiss Coffee",221,214,213,8,-0.018518518518519,217,14,#d3d3d3
#FF2400,Scarlet,255,36,0,8,-1.0079051383399,127.5,5,#d3d3d3
#FF6B53,Persimmon,255,107,83,8,-0.51190476190476,169,7,#d3d3d3
#71291D,"Metallic Copper",113,41,29,9,-0.6,71,1,#d3d3d3
#8A3324,"Burnt Umber",138,51,36,9,-0.59302325581395,87,2,#d3d3d3
#907874,Hemp,144,120,116,9,-0.10852713178295,130,5,#d3d3d3
#A02712,Tabasco,160,39,18,9,-0.80681818181818,89,2,#d3d3d3
#E7BCB4,"Rose Fog",231,188,180,9,-0.12469437652812,205.5,12,#d3d3d3
#FDE1DC,Cinderella,253,225,220,9,-0.070063694267516,236.5,17,#d3d3d3
#FFDCD6,"Peach Schnapps",255,220,214,9,-0.08779443254818,234.5,16,#d3d3d3
#FFEFEC,"Fair Pink",255,239,236,9,-0.038854805725971,245.5,18,#d3d3d3
#FFF3F1,Chardon,255,243,241,9,-0.02834008097166,248,19,#d3d3d3
#3D0C02,"Bean  ",61,12,2,10,-0.9672131147541,31.5,1,#d3d3d3
#86483C,Ironstone,134,72,60,10,-0.38541666666667,97,2,#d3d3d3
#B69D98,Thatch,182,157,152,10,-0.090361445783133,167,8,#d3d3d3
#E2725B,Terracotta,226,114,91,10,-0.42857142857143,158.5,6,#d3d3d3
#F34723,Pomegranate,243,71,35,10,-0.7536231884058,139,5,#d3d3d3
#FBB2A3,"Rose Bud",251,178,163,10,-0.21359223300971,207,12,#d3d3d3
#FEBAAD,Melon,254,186,173,10,-0.19058823529412,213.5,12,#d3d3d3
#FFF5F3,Sauvignon,255,245,243,10,-0.024193548387097,249,19,#d3d3d3
#1F120F,"Night Rider",31,18,15,11,-0.36363636363636,23,1,#d3d3d3
#3E1C14,Cedar,62,28,20,11,-0.525,41,1,#d3d3d3
#49170C,"Van Cleef",73,23,12,11,-0.73493975903614,42.5,1,#d3d3d3
#B09A95,"Del Rio",176,154,149,11,-0.08359133126935,162.5,8,#d3d3d3
#BD978E,Quicksand,189,151,142,11,-0.14285714285714,165.5,8,#d3d3d3
#D4B6AF,"Clam Shell",212,182,175,11,-0.096103896103896,193.5,11,#d3d3d3
#FFF1EE,"Forget Me Not",255,241,238,11,-0.034623217922607,246.5,19,#d3d3d3
#FF3300,"Fire Engine Red",255,51,0,12,-1.0079051383399,127.5,5,#d3d3d3
#311C17,Eclipse,49,28,23,12,-0.37142857142857,36,1,#d3d3d3
#4D3833,Rock,77,56,51,12,-0.20634920634921,64,1,#d3d3d3
#5D1E0F,Redwood,93,30,15,12,-0.73584905660377,54,1,#d3d3d3
#612718,Espresso,97,39,24,12,-0.61344537815126,60.5,1,#d3d3d3
#7C1C05,"Kenyan Copper",124,28,5,12,-0.93700787401575,64.5,1,#d3d3d3
#9A3820,"Prairie Sand",154,56,32,12,-0.66304347826087,93,2,#d3d3d3
#9F381D,Cognac,159,56,29,12,-0.6989247311828,94,3,#d3d3d3
#EEDEDA,Bizarre,238,222,218,12,-0.044052863436123,228,16,#d3d3d3
#FCF8F7,"Vista White",252,248,247,12,-0.010060362173038,249.5,19,#d3d3d3
#FF6037,"Outrageous Orange",255,96,55,12,-0.64935064935065,155,6,#d3d3d3
#FF9980,"Vivid Tangerine",255,153,128,12,-0.33333333333333,191.5,10,#d3d3d3
#2A140E,"Coffee Bean",42,20,14,13,-0.51851851851852,28,1,#d3d3d3
#3C1206,Rebel,60,18,6,13,-0.84375,33,1,#d3d3d3
#782D19,Mocha,120,45,25,13,-0.66433566433566,72.5,2,#d3d3d3
#80341F,"Red Robin",128,52,31,13,-0.61783439490446,79.5,2,#d3d3d3
#D87C63,Japonica,216,124,99,13,-0.37380191693291,157.5,7,#d3d3d3
#DA5B38,"Flame Pea",218,91,56,13,-0.59558823529412,137,5,#d3d3d3
#DECBC6,Wafer,222,203,198,13,-0.057416267942584,210,13,#d3d3d3
#E79F8C,"Tonys Pink",231,159,140,13,-0.24661246612466,185.5,9,#d3d3d3
#F2552A,Flamingo,242,85,42,13,-0.70921985815603,142,6,#d3d3d3
#FEF0EC,Bridesmaid,254,240,236,13,-0.036885245901639,245,18,#d3d3d3
#711A00,"Cedar Wood Finish",113,26,0,14,-1.018018018018,56.5,1,#d3d3d3
#7D2C14,Pueblo,125,44,20,14,-0.73426573426573,72.5,2,#d3d3d3
#9A6E61,Toast,154,110,97,14,-0.2289156626506,125.5,4,#d3d3d3
#AF593E,"Brown Rust",175,89,62,14,-0.48085106382979,118.5,4,#d3d3d3
#E97451,"Burnt Sienna",233,116,81,14,-0.48717948717949,157,7,#d3d3d3
#FF8C69,Salmon,255,140,105,14,-0.41899441340782,180,9,#d3d3d3
#CC3300,Rust,204,51,0,15,-1.009900990099,102,4,#d3d3d3
#6B2A14,"Hairy Heath",107,42,20,15,-0.696,63.5,1,#d3d3d3
#782F16,Peanut,120,47,22,15,-0.7,71,2,#d3d3d3
#885342,"Spicy Mix",136,83,66,15,-0.35,101,3,#d3d3d3
#8C472F,"Mule Fawn",140,71,47,15,-0.5027027027027,93.5,3,#d3d3d3
#81422C,Nutmeg,129,66,44,16,-0.49707602339181,86.5,2,#d3d3d3
#DA6A41,"Red Damask",218,106,65,16,-0.54448398576512,141.5,6,#d3d3d3
#EB9373,Apricot,235,147,115,16,-0.3448275862069,175,9,#d3d3d3
#F2C3B2,"Mandys Pink",242,195,178,16,-0.15311004784689,210,13,#d3d3d3
#F5E7E2,"Pot Pourri",245,231,226,16,-0.040511727078891,235.5,17,#d3d3d3
#FF7F50,Coral,255,127,80,16,-0.52552552552553,167.5,8,#d3d3d3
#87756E,Americano,135,117,110,17,-0.10288065843621,122.5,4,#d3d3d3
#9E5B40,"Sepia Skin",158,91,64,17,-0.42727272727273,111,4,#d3d3d3
#B16D52,"Santa Fe",177,109,82,17,-0.36964980544747,129.5,5,#d3d3d3
#F3E9E5,"Dawn Pink",243,233,229,17,-0.029787234042553,236,17,#d3d3d3
#FFC0A8,"Wax Flower",255,192,168,17,-0.20665083135392,211.5,13,#d3d3d3
#130A06,Asphalt,19,10,6,18,-0.56521739130435,12.5,1,#d3d3d3
#140600,Nero,20,6,0,18,-1.1111111111111,10,1,#d3d3d3
#240C02,Kilamanjaro,36,12,2,18,-0.94444444444444,19,1,#d3d3d3
#3B2820,Treehouse,59,40,32,18,-0.30337078651685,45.5,1,#d3d3d3
#3E2B23,"English Walnut",62,43,35,18,-0.28421052631579,48.5,1,#d3d3d3
#411F10,Paco,65,31,16,18,-0.62025316455696,40.5,1,#d3d3d3
#4C3024,Saddle,76,48,36,18,-0.36363636363636,56,1,#d3d3d3
#924321,Cumin,146,67,33,18,-0.63841807909605,89.5,3,#d3d3d3
#B7410E,Rust,183,65,14,18,-0.86666666666667,98.5,3,#d3d3d3
#C1440E,"Tia Maria",193,68,14,18,-0.87317073170732,103.5,4,#d3d3d3
#D99376,"Burning Sand",217,147,118,18,-0.2972972972973,167.5,8,#d3d3d3
#DA8A67,Copperfield,218,138,103,18,-0.36050156739812,160.5,7,#d3d3d3
#FAF3F0,Fantasy,250,243,240,18,-0.020491803278689,245,19,#d3d3d3
#FEF5F1,"Provincial Pink",254,245,241,18,-0.026369168356998,247.5,19,#d3d3d3
#FF4D00,Vermilion,255,77,0,18,-1.0079051383399,127.5,6,#d3d3d3
#FF7034,"Burning Orange",255,112,52,18,-0.6655737704918,153.5,7,#d3d3d3
#FFDDCF,Watusi,255,221,207,18,-0.10434782608696,231,16,#d3d3d3
#5E483E,Kabul,94,72,62,19,-0.20779220779221,78,2,#d3d3d3
#907B71,"Almond Frost",144,123,113,19,-0.12156862745098,128.5,5,#d3d3d3
#EBC2AF,Zinnwaldite,235,194,175,19,-0.14705882352941,205,13,#d3d3d3
#FF4F00,"International Orange",255,79,0,19,-1.0079051383399,127.5,6,#d3d3d3
#FFDDCD,"Tuft Bush",255,221,205,19,-0.10917030567686,230,16,#d3d3d3
#993300,"Dark Brown",153,51,0,20,-1.0132450331126,76.5,2,#d3d3d3
#412010,"Deep Oak",65,32,16,20,-0.62025316455696,40.5,1,#d3d3d3
#492615,"Brown Derby",73,38,21,20,-0.56521739130435,47,1,#d3d3d3
#623F2D,Quincy,98,63,45,20,-0.3758865248227,71.5,2,#d3d3d3
#BA450C,"Rock Spray",186,69,12,20,-0.88775510204082,99,3,#d3d3d3
#BD5E2E,Tuscany,189,94,46,20,-0.6137339055794,117.5,4,#d3d3d3
#D54600,Grenadier,213,70,0,20,-1.0094786729858,106.5,4,#d3d3d3
#E64E03,Trinidad,230,78,3,20,-0.98268398268398,116.5,5,#d3d3d3
#FF681F,Orange,255,104,31,20,-0.7887323943662,143,7,#d3d3d3
#FF9966,"Atomic Tangerine",255,153,102,20,-0.43098591549296,178.5,10,#d3d3d3
#FFAB81,"Hit Pink",255,171,129,20,-0.32984293193717,192,11,#d3d3d3
#FFFBF9,Soapstone,255,251,249,20,-0.01195219123506,252,20,#d3d3d3
#40291D,Cork,64,41,29,21,-0.38461538461538,46.5,1,#d3d3d3
#7E3A15,"Copper Canyon",126,58,21,21,-0.72413793103448,73.5,2,#d3d3d3
#826F65,"Sand Dune",130,111,101,21,-0.12663755458515,115.5,4,#d3d3d3
